price_per_unit,quality_score,delivery_time_days,on_time_delivery_rate,defect_rate,return_rate,delivery_mode,lead_time_variance,forecast_accuracy,seasonality_index,demand_volatility_index,order_frequency_monthly,avg_order_volume,payment_term_days,offer_validity_days,procurement_action_code,delivery_term_code,items_requested,items_offered,temporal_month,supplier_reliability_score,selected_supplier_flag
379.5,5.31,26,0.88,0.08,0.01,Road,2.91,0.94,1.02,0.49,17,6196.39,30,51,2,3,624,255,4,0.29,1
412.95,9.36,22,0.83,0.01,0.02,Sea,3.08,0.95,1.04,0.15,16,4537.32,90,28,0,0,577,458,12,0.66,1
346.45,3.99,8,0.71,0.03,0,Road,0.61,0.86,1.03,0.95,39,3517.84,30,23,3,3,748,163,6,0.39,1
361.52,5.19,29,0.8,0.04,0.01,Sea,0.01,0.72,1.06,0.25,26,4248.22,90,37,3,0,115,255,6,0.97,0
432.14,1.12,29,0.94,0.06,0,Road,4.59,0.79,1.18,0.5,4,3350.05,45,17,3,1,665,824,9,0.4,0
162.35,1.73,1,0.91,0.02,0.01,Road,0.4,0.88,0.96,0.17,20,8343.83,90,42,0,0,554,52,5,0.4,1
270.24,3.33,2,0.92,0.09,0.01,Road,4.49,0.68,0.92,0.33,49,8941.8,90,20,2,0,638,402,7,0.5,0
149.54,1.25,15,0.91,0.04,0.03,Air,2,0.9,0.82,0.27,41,9501.61,90,41,0,1,180,172,1,0.03,1
494.45,6.68,20,0.79,0.09,0,Road,3.27,0.82,0.86,0.48,11,4241.79,90,29,3,0,314,475,8,0.42,0
474.83,4.84,28,0.73,0.05,0.03,Air,0.93,0.64,0.84,0.42,23,5507.57,15,35,0,0,343,521,2,0.83,1
67.74,5.93,18,0.78,0.03,0.01,Road,4.12,0.82,0.93,0.33,33,5811.26,15,29,3,3,27,156,4,0.61,0
367.51,2.57,11,0.95,0.01,0.05,Road,0.9,0.63,1.04,0.11,31,6545.77,15,50,1,0,757,953,10,0.97,1
466.36,3.66,25,0.99,0,0.05,Sea,1.93,0.61,0.82,0.48,7,124.32,15,42,2,3,409,857,7,0.33,1
131.26,6.97,10,0.85,0.05,0.01,Road,1.19,0.96,1.09,0.85,22,8442.63,30,22,3,1,177,165,12,0.16,0
305.58,9.69,24,0.7,0.01,0.03,Air,4.19,0.8,0.96,0.73,5,2754.59,60,45,0,0,972,524,6,0.75,1
461.97,1.45,24,0.74,0.04,0,Sea,4.29,0.82,1.19,0.72,37,4774.42,90,26,0,1,884,155,4,0.04,1
65.28,9.01,4,0.8,0.06,0.05,Sea,1.86,0.71,1.03,0.37,1,8431.53,30,31,0,1,967,521,8,0.16,1
363.84,6.19,5,0.87,0.03,0.03,Road,1.54,0.82,1.11,0.71,6,9968.88,15,25,2,2,867,278,12,0.51,1
183.81,6.08,4,0.72,0.02,0,Road,3.87,0.67,1.14,0.47,45,7969.35,90,32,1,0,344,420,7,0.75,0
465.98,5.5,13,0.98,0.08,0.02,Sea,4.39,0.9,1.16,0.15,47,345.85,60,38,2,0,877,253,6,0.6,1
486.98,1.62,25,0.81,0.09,0,Air,3.12,0.93,1.01,0.42,4,3750.67,90,56,1,3,164,305,5,0.99,0
474.92,1.81,13,0.97,0.01,0.02,Road,4.64,0.94,0.96,0.13,30,2547.39,45,27,0,3,761,816,5,0.65,1
263.4,6.41,18,0.93,0.02,0.03,Sea,1.92,0.64,1.02,0.11,30,9644.9,45,15,2,2,639,323,11,0.72,1
437.92,4.07,29,0.93,0.1,0.02,Air,0.76,0.82,0.96,0.02,17,2715.87,30,49,1,2,385,578,7,0.99,0
430.05,9.26,27,0.88,0,0.02,Road,0.9,0.92,0.9,0.28,24,9439.17,60,25,0,0,904,289,11,0.59,1
193.6,4.66,24,0.89,0.1,0.01,Sea,3.35,0.65,0.93,0.33,31,9381.42,30,55,0,0,90,486,6,0.71,0
423.01,2.29,2,0.89,0,0.01,Sea,2.04,0.64,0.89,0.7,28,8410.16,90,27,2,2,919,128,4,0.3,1
66.65,7.43,16,0.89,0.09,0.01,Road,0.78,0.93,0.91,0.54,45,1070.91,60,24,1,0,459,543,7,0.54,1
318.32,3.64,1,0.87,0.03,0.04,Air,1.46,0.92,0.84,0.86,43,119.75,30,12,0,0,932,572,5,0.91,1
153.5,5.73,26,1,0.09,0.01,Air,2.65,0.78,0.97,0.18,4,7959.44,90,41,0,0,319,483,7,0.85,1
104.26,7.28,19,0.92,0.03,0.03,Sea,0.61,0.64,0.89,0.27,39,8448.66,15,20,0,2,865,221,7,0.31,0
84.63,9.1,9,0.93,0.07,0.02,Air,0.02,0.81,0.98,0.94,19,9625.6,90,15,3,2,965,737,11,0.36,1
363.33,8.13,28,0.96,0.01,0.01,Sea,4.59,0.76,1.12,0.44,24,2261.99,30,41,1,1,689,597,2,0.85,1
202.94,7.09,3,0.76,0.02,0.03,Road,1.52,0.81,0.98,0.79,7,7358.15,60,8,1,3,694,475,12,0.28,1
376.15,7.12,25,0.73,0.08,0.02,Air,1.11,0.78,1.18,0.49,46,5238.74,60,57,3,1,364,725,4,0.89,1
79.41,9.51,7,0.84,0.05,0.02,Road,3.49,0.83,0.86,0.47,48,3351.97,15,12,0,0,333,175,10,0.77,0
191.88,3.66,29,0.85,0.09,0.03,Sea,4.27,0.89,1.14,0.15,9,6102.28,30,41,3,0,739,489,4,0.15,1
292.77,1.01,10,0.95,0.04,0.02,Road,3.16,0.91,0.9,0.85,22,5527.17,15,31,3,1,237,392,7,0.72,0
405.83,3.45,1,0.83,0.09,0.02,Air,1.27,0.86,1.17,0.08,2,2993.71,45,15,3,1,973,70,8,0.83,1
193.44,2.96,10,0.87,0.04,0.03,Road,4.31,0.68,0.89,0.31,27,2757.78,90,56,1,1,200,826,11,0.14,0
331.65,6.96,21,0.86,0.1,0.03,Air,2.55,0.76,1.1,0.67,16,4917.14,45,37,0,0,747,288,1,0.46,1
448.69,6.7,9,0.71,0.1,0,Air,1.91,0.63,0.82,0.51,5,4792.96,45,13,0,0,982,781,7,0.86,0
327.14,6.34,28,0.88,0.03,0.02,Air,3.02,0.78,1.05,0.88,12,3090.32,15,34,1,1,689,597,11,0.2,1
154.83,1.15,15,0.95,0.09,0,Air,3.5,0.99,0.89,0.04,26,2710.94,15,8,1,2,306,218,6,0.45,0
60.98,7.56,15,0.75,0.08,0.01,Air,2.97,0.86,1.07,0.65,15,9547.64,90,7,3,3,198,990,10,0.61,0
441.54,3.91,3,0.88,0.02,0.03,Sea,4.6,0.66,1.05,0.48,3,8637.47,15,43,3,3,202,46,1,0.1,1
59.57,6.99,25,0.88,0.06,0.04,Road,3.14,0.71,1.17,0.15,9,8186.11,15,30,2,1,522,614,8,0.21,1
443.62,6.01,5,0.75,0.01,0.04,Sea,4.39,0.63,1.05,0.74,28,2221.41,15,41,2,2,18,143,5,0.47,1
288.02,4.08,9,0.74,0.08,0,Road,2.93,0.67,0.96,0.41,39,1973.98,15,13,1,3,596,760,7,0.37,0
472.58,2.21,26,0.99,0.02,0.02,Road,1.65,0.8,0.88,0.53,36,8112.36,15,44,3,2,857,421,8,0.32,0
409.45,1.85,22,0.82,0.01,0.03,Road,2.66,0.74,1.06,0.97,25,1928.28,45,35,1,3,870,657,7,0.03,1
499.07,8.48,9,0.77,0.04,0.01,Sea,0.43,0.68,0.85,0.49,41,5085.01,45,7,3,3,152,744,11,0.93,0
207.82,9.27,23,0.75,0.06,0.04,Air,1.15,0.66,1.13,0.82,28,2292.08,90,57,3,0,836,157,12,0.87,1
395.23,6.85,7,0.9,0.09,0.04,Air,3.83,0.86,0.9,0.77,47,3842.89,60,36,1,2,496,921,12,0.39,0
230.87,1.93,24,0.88,0.1,0.05,Sea,3.31,0.82,1.01,0.66,21,8549.2,90,58,1,3,203,406,10,0.18,1
265.94,4.62,23,0.89,0.04,0,Air,0.83,0.94,1.04,0.9,29,8925.04,30,52,0,2,531,261,12,0.07,0
332.38,7.56,12,0.73,0.01,0.01,Road,2.19,0.67,0.94,0.25,25,9967.12,90,38,0,1,442,512,1,0.12,1
443.15,8.02,25,0.97,0.07,0.04,Air,0.71,0.94,1.07,0.82,30,9444.65,90,16,2,1,148,516,6,0.6,0
492.84,2.06,27,0.82,0.06,0.03,Air,4.28,0.83,0.9,0.38,39,6745.38,15,40,1,2,39,600,11,0.73,1
395.72,1,9,0.79,0.04,0.04,Air,0.55,0.71,0.81,0.81,11,4374.09,15,17,2,3,288,253,11,0.16,0
238,7.41,6,0.84,0.03,0,Road,3.27,0.71,1.18,0.49,19,671.15,15,54,1,1,799,839,11,0.11,1
239.61,4.21,23,0.82,0.05,0.03,Air,3.04,0.76,0.93,0.86,11,6120.84,60,55,1,1,956,982,12,0.69,0
381.91,3.29,2,0.96,0.03,0.03,Air,2.36,0.78,1.09,0.89,25,2185.74,15,43,1,3,51,376,1,0.52,1
157.45,1.12,9,0.98,0.08,0,Air,1.39,0.63,1,0.6,1,8516.35,30,33,0,1,237,459,4,0.37,1
99.71,5.86,28,0.79,0.05,0.03,Sea,2.02,0.94,1.07,0.51,32,5534.1,45,56,2,1,806,129,4,0.72,0
209.58,8.66,29,0.96,0.09,0.03,Sea,4.03,0.65,0.84,0.78,21,7361.67,30,54,1,3,950,318,8,0.46,1
179.26,9.62,17,0.93,0.05,0.01,Air,3.81,0.79,1.01,0.27,45,6767.6,60,16,2,2,489,643,6,0.47,0
183.34,6.09,1,0.98,0.02,0.01,Sea,3.69,0.75,0.96,0.02,13,3538.58,15,44,2,2,426,221,7,0.02,1
155.12,5.63,19,0.77,0.09,0.03,Sea,3.75,0.8,0.98,0.41,34,7614.95,90,28,0,3,944,293,12,0.32,0
68.94,1.77,28,0.87,0.06,0.02,Road,0.72,0.95,1.19,0.51,17,8449.41,45,30,0,3,210,263,10,0.01,1
58.04,5.94,6,0.78,0.02,0.04,Sea,0.5,1,0.85,0.3,47,7466.89,60,14,1,2,330,539,7,0.92,0
494.48,4.42,5,0.95,0.06,0.02,Sea,4.31,0.61,1.1,0.38,19,7790.39,30,12,3,3,731,272,7,0.29,1
242.5,6.46,2,0.7,0.04,0.01,Air,4.19,0.76,0.93,0.13,10,3664.15,15,10,2,2,699,286,10,0.18,1
222.95,4.5,9,0.87,0.08,0.05,Road,3.41,0.93,0.92,0.28,42,9442.51,60,11,0,2,377,50,2,0.09,0
355.84,3.16,29,0.8,0.05,0.05,Road,3.03,0.73,0.91,0.24,9,4303.26,60,12,2,0,607,432,6,0.05,0
148.21,1.85,26,0.8,0.07,0,Road,1.83,0.86,0.94,0.3,11,8980.8,90,53,3,1,569,978,8,0.89,1
477.48,3.83,14,0.89,0.01,0.04,Sea,1.12,1,0.94,0.3,38,8592.31,90,38,2,3,814,518,8,0.17,1
403.86,1.87,4,0.96,0.04,0.01,Air,3.34,0.86,0.91,0.56,31,1330.88,90,44,1,0,727,373,4,0.62,0
90.23,2.59,4,0.88,0.1,0,Road,4.57,0.64,1.07,0.25,2,9666.08,30,57,2,2,863,915,7,0.65,0
237.91,9.89,21,0.96,0.08,0.01,Road,2.18,0.94,0.82,0.94,24,9963.78,90,26,0,3,938,552,9,0.32,0
445.6,5,15,0.78,0.02,0.01,Sea,1.52,0.99,0.93,0.51,42,6100.85,60,46,1,1,911,819,8,0.83,1
475.13,5.79,8,0.86,0.03,0.04,Road,1.35,0.89,0.91,0.13,47,7852.79,60,51,1,2,868,470,2,0.21,0
260.33,8.86,26,0.84,0.03,0.04,Air,0.12,0.77,1.1,0.28,5,9343.5,60,42,3,0,335,462,11,0.07,0
326.04,9.96,4,0.7,0.07,0.05,Road,2.6,0.98,0.86,0.73,30,298.24,45,55,1,2,832,324,8,0.07,0
125.17,6.24,16,0.87,0.08,0.04,Air,4.94,0.99,1.18,0.01,39,9306.9,45,20,0,3,949,639,3,0.3,1
496.03,8.31,21,0.9,0.07,0.02,Air,4.08,0.97,0.87,0.94,35,6310.92,30,56,3,1,827,369,4,0.46,0
154.25,3.94,28,0.88,0.05,0.03,Air,4.49,0.76,0.95,0.45,48,8301.72,90,53,1,2,319,243,3,0.63,0
474.23,3.75,4,0.92,0.08,0.05,Sea,3.11,0.92,0.88,0.52,17,5453.15,60,25,3,3,712,943,8,0.73,0
342.34,4.62,16,0.87,0.04,0.04,Sea,2.41,0.86,0.91,0.99,31,5352.41,90,17,2,3,370,52,4,0.18,0
323.48,7.05,22,0.72,0.01,0.04,Air,4.95,0.67,1.1,0.5,2,8985.43,60,45,1,2,537,237,11,0.68,1
280.71,7.14,12,0.73,0.06,0.05,Air,2.24,0.81,0.99,0.95,16,5123.97,45,7,0,1,649,907,1,0.18,1
153.8,3.84,16,0.88,0.1,0.01,Road,4.58,0.9,0.87,0.92,21,4770.71,60,41,0,3,312,655,9,1,0
129.44,2.2,19,0.78,0.08,0.04,Road,3.81,0.96,0.82,0.94,30,6121.07,30,25,1,0,706,342,9,0.96,0
149.22,6.69,8,0.72,0.06,0.04,Road,1.65,0.95,0.89,0.81,1,5233.84,15,39,2,0,651,678,1,0.1,1
133.9,2.15,6,0.83,0.06,0.05,Sea,2.52,0.66,1.18,0.3,14,4518.24,60,38,3,1,686,501,8,0.66,1
400.81,6.21,10,0.87,0.09,0.01,Road,1.92,0.8,1.14,0.35,16,1887.19,30,42,0,1,614,215,2,0.9,1
207.56,7.24,5,0.8,0.04,0.03,Air,0.68,0.79,0.98,0.36,9,4034.26,45,30,0,0,288,935,7,0.08,1
76.03,7.31,29,0.92,0.03,0.03,Air,1.78,0.96,0.99,0.98,49,2892.25,45,49,3,1,734,98,1,0.12,1
486.1,7.78,18,0.89,0.1,0.01,Sea,4.44,0.6,1.16,0.36,8,4064.6,15,13,3,0,662,945,6,0.35,1
447.7,8.86,10,0.8,0.09,0.03,Sea,3.76,0.9,1.04,0.11,9,5972.27,90,13,0,2,636,108,10,0.1,0
467.49,5.5,10,0.93,0.03,0.01,Road,1.39,0.85,1.15,0.78,34,6127.63,90,52,3,0,330,46,12,0.89,0
497.71,7.57,7,0.89,0.05,0.02,Sea,1.84,0.97,1,0.37,45,2462.75,60,53,1,1,486,383,11,0.88,0
128.25,6.57,18,0.89,0.04,0.02,Air,3.08,0.78,0.88,0.62,33,936.34,45,11,0,2,313,400,11,0.95,0
228.31,2.68,1,0.87,0.01,0.03,Air,2.08,0.86,1.09,0.92,22,7469.93,30,20,0,1,528,443,10,0.2,1
391.21,1.23,7,0.7,0.1,0.02,Sea,2.52,0.99,1.01,0.58,30,5332.85,15,51,0,0,936,495,8,0.05,0
363.21,3.56,21,0.91,0.04,0.02,Air,3.49,0.9,1.07,0.64,7,4476.8,90,58,1,2,968,923,11,0.44,1
119.25,4.99,1,0.81,0.09,0.01,Sea,2.34,0.63,0.86,0.64,18,1383,60,32,0,3,950,401,6,0.88,1
417.12,6.55,15,0.98,0.02,0.01,Air,0.95,0.67,1.06,0.61,21,4205.17,60,56,3,0,65,720,9,0.64,1
151,8.65,4,0.95,0.05,0,Road,2.6,0.93,0.95,0.16,5,8199.94,45,7,0,2,201,365,11,1,0
150.72,2.77,28,0.88,0,0.01,Sea,1.78,0.73,0.93,0.46,7,5856.21,30,19,1,3,31,64,1,0.91,1
291.64,2.13,29,0.78,0.08,0.03,Sea,1.45,0.88,1.07,0.01,12,1000.66,30,29,1,1,840,626,9,0.39,0
316.82,9.67,20,0.76,0.06,0.04,Sea,1.64,0.88,1.04,0.63,17,3389.52,90,26,2,0,89,953,3,0.04,1
311.04,1.97,10,0.8,0.06,0.01,Air,2.2,1,1.06,0.58,24,9800.04,60,13,0,2,293,764,2,0.01,0
91.17,5.31,23,0.84,0.01,0.01,Road,4.43,0.79,1.19,0.32,37,5490.62,45,12,1,3,437,595,12,0.64,1
444.86,6.27,9,0.79,0.02,0.04,Sea,3.67,0.9,1.08,0.52,44,2935.32,30,15,2,2,112,323,8,0.92,0
169.52,5.87,2,0.85,0.01,0.02,Air,3.34,0.62,1.06,0.49,19,9143.1,60,34,0,2,738,113,10,0.44,1
108.28,1.77,28,0.75,0.03,0.05,Sea,2.36,0.79,1.05,0.25,45,3426.41,30,16,1,0,151,742,5,0.87,1
449.94,1.51,14,0.99,0.06,0.04,Air,0.01,0.67,0.96,0.29,16,7326.08,15,41,1,1,606,25,1,0.57,0
480.04,1.95,16,0.73,0.06,0.02,Road,1.7,0.94,1.14,0.76,25,1557.48,30,13,0,3,412,418,1,0.1,1
437.96,6.27,1,0.98,0.06,0.01,Air,4.07,0.94,0.95,0.76,27,1649.28,30,31,0,1,965,38,2,0.8,0
414.28,5.9,2,0.97,0.05,0.03,Air,1.94,0.69,1.08,0.47,42,5657.01,60,36,2,3,598,785,7,0.49,0
344.86,3.1,7,0.86,0.03,0,Sea,2.82,0.73,0.92,0.72,44,2474.25,30,49,0,2,779,989,2,0.05,1
297.89,6.74,29,0.92,0.02,0.01,Air,1.02,0.88,0.86,0.45,7,588.39,30,32,0,3,828,365,9,0.81,0
89.14,8.38,10,0.83,0.01,0.01,Sea,4.58,0.9,0.85,0.85,46,9272.01,15,50,3,3,749,388,6,0.76,0
233.8,1.37,22,0.89,0.08,0.04,Air,4.62,0.86,1.05,0.33,42,654.3,30,18,0,1,599,704,4,0.46,0
217.71,5.48,20,0.8,0.06,0.03,Road,0.73,1,0.93,0.93,8,7202.64,30,19,1,3,171,573,12,0.02,1
166.89,7.2,1,0.79,0.02,0,Air,3.62,0.95,0.91,0.54,15,3396.56,60,46,2,0,603,520,4,0.35,1
375.54,3.27,13,0.87,0.02,0.03,Sea,0.38,0.77,1.04,0.54,16,9341.7,45,10,2,1,225,356,3,0.43,0
273.14,3.77,1,0.85,0.09,0.02,Air,2.99,0.73,0.81,0.67,8,9861.92,15,59,2,1,487,854,9,0.17,0
86.47,6.52,5,0.87,0.07,0.03,Air,0.89,0.84,0.9,0.34,36,3420.76,30,58,1,0,572,931,2,0.16,1
149.08,9.08,16,0.79,0.07,0.01,Road,0.73,0.93,0.94,0.72,32,5951.96,45,7,0,0,924,627,9,0.17,1
357.47,8.29,15,0.81,0.04,0.03,Sea,0.02,0.79,1.08,0.32,17,7752.55,60,12,1,1,685,512,3,0.37,0
84.26,6.25,17,0.73,0.03,0.05,Road,4.7,0.9,1.02,0.4,36,1321.75,15,8,3,1,260,34,4,0.82,1
433.04,7.57,28,0.72,0.1,0,Air,4.15,0.61,1.14,0.67,22,7123.68,60,52,2,1,734,101,9,0.76,0
272.82,4.28,23,0.78,0.08,0.01,Road,0.39,0.97,0.93,0.38,32,9071.36,45,33,0,2,732,338,3,0.01,0
266.26,6.77,16,0.72,0.03,0.01,Air,3,0.91,0.92,0.2,11,1867.18,15,24,0,3,895,898,6,0.01,1
316.58,5.2,13,0.73,0.08,0.01,Air,1.16,0.76,0.81,0.87,45,8403.23,30,48,2,0,419,547,12,0.08,0
421.11,2.71,11,0.94,0.08,0.02,Road,1.32,0.75,1.18,0.92,6,1244.47,45,35,3,2,684,981,5,0.47,0
206.51,7.32,17,0.71,0.03,0.04,Road,4.37,0.64,1,0.63,22,5726.19,60,59,3,2,328,611,6,0.89,1
355.11,6.01,17,0.9,0.04,0.05,Air,0.57,0.93,1,0.81,14,3459.7,15,39,0,2,881,696,5,0.18,1
304.58,4.23,2,0.78,0.02,0.01,Road,3.01,0.91,1.17,0.99,28,4769.99,45,9,1,3,397,351,11,0.48,1
170.16,9.2,13,0.96,0.01,0.03,Road,2.01,0.85,0.92,0.61,39,3076.26,45,26,2,2,94,906,3,0.04,0
445.38,1.19,14,0.85,0.07,0.03,Air,0.95,0.64,0.93,0.91,12,2679.34,60,10,1,1,524,457,2,0.02,1
408.84,3.84,11,0.79,0.03,0.03,Sea,2.26,0.7,1.06,0.36,27,7457.08,60,24,0,0,14,405,10,0.01,0
346.3,1.51,28,0.86,0.08,0.02,Road,4.7,0.78,1.11,0.7,1,2308.82,30,14,2,3,244,929,9,0.74,0
432.76,7.9,10,0.81,0.1,0.01,Road,3.91,0.71,1.08,0.06,10,4143.29,30,28,3,3,422,551,4,0.02,0
440.28,7.32,3,0.87,0.01,0.02,Sea,0.66,0.77,1.12,0.79,33,2818.12,45,47,3,1,384,535,10,0.27,0
368.76,3.98,29,0.73,0.05,0.02,Road,4.25,0.69,1.03,0.83,16,2462.49,60,28,3,0,284,511,12,0.65,1
426.66,7.08,27,1,0.08,0.04,Air,4.69,0.74,1.15,0.4,39,6308.25,45,25,0,2,380,416,6,0.62,1
363.86,4.56,17,0.83,0.08,0.04,Road,1.38,0.86,1.02,0.64,6,549.74,90,34,3,3,922,139,9,0.06,0
356.06,7.81,15,0.8,0.08,0.01,Air,1.67,0.96,0.89,0.86,25,7910.1,60,8,2,0,811,140,5,0.26,0
328.38,5.09,9,0.91,0.03,0,Sea,0.63,0.75,1.02,0.88,20,5507.72,90,15,2,3,541,527,7,0.64,1
388.72,4.71,10,0.81,0.05,0.05,Sea,1.72,0.88,1.09,0.11,36,8301.53,90,41,2,0,933,732,12,0.39,0
121.37,9.41,8,0.95,0.06,0.03,Sea,3.37,0.65,1.06,0.83,23,2208.86,60,28,2,0,850,158,5,0.47,0
446.39,3.26,21,0.84,0.1,0.04,Road,1.36,0.82,0.9,0.27,16,7123.12,30,32,3,0,716,285,12,0.21,0
442.33,2.08,13,0.92,0.03,0,Sea,0.03,0.97,0.82,0.73,1,4263.78,45,40,2,1,403,670,9,0.04,0
63.16,6.26,27,0.73,0.09,0.03,Road,1.69,0.61,0.9,0.33,30,860.36,15,13,0,3,670,561,2,0.35,0
421.62,9.72,18,0.95,0.03,0.03,Road,2.27,0.71,1.19,0.06,27,7549.52,15,36,2,2,637,205,3,0.68,1
107.99,4.4,5,0.92,0.1,0.04,Road,2.83,0.65,0.87,0.21,2,7645.65,60,55,3,1,13,418,5,0.77,1
200.8,1.56,6,0.76,0.07,0,Sea,3.42,0.81,0.99,0.41,48,2782.08,30,31,3,2,543,892,2,0.59,1
384.58,4.05,17,0.74,0.05,0.01,Sea,0.31,0.87,1.06,0.74,21,9168.86,30,55,1,1,848,645,12,0.39,1
122.34,5.55,11,0.79,0.06,0.02,Road,2.35,0.62,1.15,0.1,9,7663.3,30,15,2,1,711,80,6,0.58,0
418.09,2.46,20,0.99,0.03,0.04,Sea,1.33,0.63,1.1,0.81,47,3136.9,15,33,3,1,533,208,10,0.7,1
424.46,6.92,16,0.78,0.03,0.05,Road,4.74,0.95,1.16,1,24,2467.18,90,7,1,0,916,554,3,0.76,0
278.36,9.98,9,0.84,0.01,0.05,Sea,1.8,0.78,1.04,0.79,48,4456.89,15,39,0,3,415,828,5,0.09,0
52.87,5.07,2,0.71,0.01,0.05,Air,0.5,0.79,1.15,0.47,41,2998.62,30,14,2,0,422,611,5,0.8,1
179.17,4.19,5,0.82,0.03,0,Sea,0.21,0.98,0.91,0.57,39,2248.53,15,55,3,0,198,474,10,0.06,1
327.62,4.61,1,0.87,0.08,0,Sea,1.33,0.73,0.97,0.01,42,4051.1,15,38,3,0,326,977,8,0.87,0
491.53,2.04,4,0.99,0.06,0.01,Sea,0.89,0.96,1.14,0.21,7,354.47,45,46,2,1,548,99,9,0.39,1
334.32,8.95,4,0.86,0.01,0.02,Road,3.25,0.99,0.93,0.9,30,4073.97,60,25,1,1,440,894,4,0.55,0
166.91,4.73,22,0.95,0.09,0.04,Road,4.23,0.7,1.15,0.02,45,2294.46,90,42,2,2,349,856,10,0.29,0
335.3,4.49,26,0.86,0.06,0.04,Air,1.56,0.81,0.95,0.9,2,2716.91,45,56,0,3,663,797,1,0.43,0
292.99,6.94,25,0.71,0.1,0.01,Air,2.89,0.81,0.95,0.11,12,917.28,60,51,0,0,528,796,5,0.85,1
400.93,4.98,3,0.79,0.07,0.03,Air,3.65,0.95,0.92,0.13,13,5930.42,30,28,2,0,920,720,4,0.3,0
98.14,6.83,9,0.87,0.02,0.05,Road,1.99,0.72,1.02,0.18,3,4772.89,45,45,1,0,439,961,5,0.56,1
392.46,1.55,22,0.99,0.05,0.02,Air,0.33,0.92,0.85,0.8,43,7531.21,60,32,0,3,933,577,11,0.65,1
293.57,8.32,23,0.96,0.06,0.01,Air,1.15,0.99,0.81,0.48,40,9872.28,45,9,2,3,436,758,9,0.15,1
483.35,9.46,12,0.77,0,0.02,Sea,4.42,0.94,1.16,0.15,43,1283.39,15,52,1,3,531,10,8,0.78,0
203.84,6.84,10,0.77,0,0.02,Air,4.12,0.96,1.17,0.69,18,2797.01,15,15,1,0,700,176,11,1,0
334.68,9.59,2,0.76,0.01,0.03,Sea,0.43,0.88,0.83,0.94,39,6856.3,45,41,3,3,524,558,11,0.16,0
469.41,2.36,11,0.98,0.03,0.02,Road,1.12,0.96,1.02,0.57,44,2449.39,45,13,0,0,981,795,11,0.77,1
96.13,5.3,10,0.96,0.04,0,Road,3.85,0.67,1.02,0.1,6,398.46,90,21,2,0,982,977,8,0.15,0
471.75,6.42,22,0.93,0.05,0.05,Sea,2.43,0.88,0.95,0.05,42,1187.09,30,10,0,3,624,600,8,0.95,0
359.55,6.24,6,0.82,0.01,0.03,Air,3.8,0.89,1.03,0.8,27,4392.91,15,43,1,1,309,251,1,0.41,1
80.53,4.61,18,0.85,0.07,0.02,Road,1.06,0.78,0.98,0.63,15,4364.77,45,34,3,0,63,143,12,0.98,0
185.43,4.04,2,0.84,0.06,0.05,Sea,4.76,0.63,1,0.92,15,9725.82,60,15,0,0,171,261,7,0.07,0
368.68,2.14,2,0.78,0.03,0.01,Road,3.92,0.85,1.1,0.55,19,4712.91,30,41,2,1,458,878,4,0.79,1
80.31,4.53,10,0.85,0,0.01,Road,0.99,0.62,1.01,0.06,38,6812.87,60,54,0,3,751,31,6,0.47,0
311.98,2.46,16,0.71,0.01,0.04,Air,2.79,0.75,0.93,0.4,47,4972.79,30,54,1,2,866,788,4,0.29,0
205.65,7.61,12,0.74,0.04,0.01,Road,0.57,0.76,1.03,0.66,20,2772.19,60,57,3,1,220,739,12,0.75,0
329.41,2.88,1,0.97,0.02,0.04,Sea,1.81,1,1.06,0.38,20,1143.97,15,31,0,3,802,81,5,0.64,0
70.58,1.53,21,0.93,0.04,0.01,Air,3.3,0.72,1.06,1,18,8604.83,45,15,1,0,456,530,5,0.9,0
442.19,5.97,8,0.83,0.06,0,Sea,1.65,0.93,1.05,0.41,34,1611.36,45,58,1,1,79,918,1,0.25,1
488.07,6.36,16,0.86,0.05,0.03,Sea,3.28,0.62,1.07,0.55,39,1059.25,90,39,3,0,310,908,6,0.94,0
486,8.85,18,0.81,0.02,0.01,Sea,1.22,0.81,0.92,0.23,37,2216.9,45,23,1,1,77,972,10,0.64,0
387.34,6.19,13,0.92,0.03,0.04,Air,3.61,0.81,0.98,0.15,35,124.64,15,18,0,2,803,656,8,0.45,0
108.54,4.11,15,0.94,0.06,0.03,Road,1.8,0.85,1.07,0.65,38,812.45,30,15,2,0,291,716,5,0.05,0
391.22,8.23,21,0.93,0.09,0.05,Sea,3.95,0.92,1.1,0.59,38,6388.45,30,11,3,3,163,980,10,0.77,0
61.06,5.86,12,0.92,0.08,0.04,Road,0.68,0.9,0.97,0,1,2511.12,45,53,1,1,471,823,12,0.86,0
59.96,1.71,8,0.76,0.06,0.01,Road,1.81,0.9,0.95,0.28,12,3451.27,60,32,0,1,967,579,6,0.81,1
195.62,6.09,10,0.8,0.04,0.04,Sea,2.32,0.77,1.09,0.64,5,8369.47,45,51,3,1,233,805,5,0.74,1
269.89,9.17,14,0.84,0.04,0.03,Road,2.12,0.89,0.89,0.81,27,7751.71,30,25,1,0,377,510,1,0.97,1
396.68,4.57,5,0.8,0.09,0.03,Air,2.17,0.8,0.8,0.31,39,4973.26,90,41,0,3,869,808,5,0.85,0
357.48,3.67,18,0.93,0,0.04,Air,2.22,0.63,0.99,0.65,20,6168.47,30,8,1,1,198,317,2,0.93,0
